#Datasets	SIG040.A0101.unmapped	FUT024.B0101.unmapped	NMU129.A0101.unmapped	NMU118.A0101.unmapped	HCLVMBCX2-3505-09-00-01_S9.unmapped	NMU119.A0101.unmapped	PAH002.A0101.unmapped	SIG041.A0101.unmapped	TON001.C0101.unmapped	NMU131.A0101.unmapped	NMU128.A0101.unmapped	AKI002.A0101.unmapped	TAP001.B0101.unmapped	PAH003.A0101.unmapped	HCLVMBCX2-3505-10-00-01_S10.unmapped	HCLVMBCX2-3505-15-00-01_S15.unmapped	HCLVMBCX2-3505-22-00-01_S22.unmapped	SIG038.A0101.unmapped	SIG042.A0101.unmapped	SIG039.A0101.unmapped	HCLVMBCX2-3505-27-00-01_S27.unmapped	AKI001.A0101.unmapped	HCLVMBCX2-3505-19-00-01_S19.unmapped	TON007.B0101.unmapped	NMU127.A0101.unmapped	HCLVMBCX2-3505-24-00-01_S24.unmapped	SIG032.A0101.unmapped	ANN001.A0101.unmapped	NMU116.A0101.unmapped	HCLVMBCX2-3505-21-00-01_S21.unmapped	NMU117.A0101.unmapped	HCLVMBCX2-3505-28-00-01_S28.unmapped	HCLVMBCX2-3505-33-00-01_S33.unmapped	NMU126.A0101.unmapped	SIG031.A0101.unmapped	AMH004.A0101.unmapped	RAP002.A0101.unmapped	HCLVMBCX2-3505-16-00-01_S16.unmapped	HCLVMBCX2-3505-13-00-01_S13.unmapped	HCLVMBCX2-3505-25-00-01_S25.unmapped	NMU124.A0101.unmapped	RAP001.A0101.unmapped	EFE002.B0101.unmapped	SIG034.A0101.unmapped	FUT018.B0101.unmapped	AMH003.A0101.unmapped	HCLVMBCX2-3505-18-00-01_S18.unmapped	HCLVMBCX2-3505-20-00-01_S20.unmapped	HCLVMBCX2-3505-32-00-01_S32.unmapped	PAH001.A0102.unmapped	SIG046.A0101.unmapped	AON001.A0101.unmapped	SIG035.A0101.unmapped	TON005.B0101.unmapped	ANN003.A0101.unmapped	NMU125.A0101.unmapped	SIG033.A0101.unmapped	AMH002.A0101.unmapped	NMU123.A0101.unmapped	ANN002.A0101.unmapped	HCLVMBCX2-3505-17-00-01_S17.unmapped	HCLVMBCX2-3505-29-00-01_S29.unmapped	SIG040.A0201.unmapped	NMU115.A0101.unmapped	HCLVMBCX2-3505-12-00-01_S12.unmapped	SIG047.A0101.unmapped	TON006.B0101.unmapped	EFE003.B0101.unmapped	SIG037.A0101.unmapped	EFE005.B0101.unmapped	AMH001.A0101.unmapped	ATT002.A0101.unmapped	AHK001.A0101.unmapped	SIG043.A0101.unmapped	SIG046.A0201.unmapped	HCLVMBCX2-3505-31-00-01_S31.unmapped	NMU122.A0101.unmapped	ATT001.A0101.unmapped	HCLVMBCX2-3505-26-00-01_S26.unmapped	FUT021.B0101.unmapped	EFE004.B0101.unmapped	HCLVMBCX2-3505-14-00-01_S14.unmapped	HCLVMBCX2-3505-03-00-01_S3.unmapped	NMU120.A0101.unmapped	SIG044.A0101.unmapped	HCLVMBCX2-3505-02-00-01_S2.unmapped	HCLVMBCX2-3505-01-00-01_S1.unmapped	ANK001.A0101.unmapped	EFE006.B0101.unmapped	TON003.B0101.unmapped	HCLVMBCX2-3505-08-00-01_S8.unmapped	HCLVMBCX2-3505-07-00-01_S7.unmapped	HCLVMBCX2-3505-11-00-01_S11.unmapped	TON004.B0101.unmapped	NMU121.A0101.unmapped	SIG045.A0101.unmapped	ANN004.A0101.unmapped	HCLVMBCX2-3505-06-00-01_S6.unmapped	NMU130.A0101.unmapped	HCLVMBCX2-3505-05-00-01_S5.unmapped	AON002.A0101.unmapped	SIG036.A0101.unmapped	TAP003.B0101.unmapped	HCLVMBCX2-3505-04-00-01_S4.unmapped	HCLVMBCX2-3505-23-00-01_S23.unmapped
Mycobacterium marseillense	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	53	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Mycobacterium haemophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	111
Mycobacterium kansasii	189	225	0	0	0	0	0	684	203	266	0	0	0	0	0	0	0	130	248	197	111	514	0	0	0	0	0	0	166	0	0	0	16	0	0	0	0	0	0	0	0	0	0	447	309	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	272	0	0	255	0	0	0	447	416	331	111	0	0	0	312	0	0	0	0	230	211	0	1274	0	0	0	0	0	0	0	0	0	0	0	0	390	514	0	175	0
Mycobacterium marinum	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium shigaense	0	0	0	0	0	0	0	303	0	80	0	0	0	0	0	0	0	0	0	106	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	91	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Mycobacterium simiae	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	59	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	75	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Mycobacterium canettii	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Mycobacterium tuberculosis	58	0	0	0	0	0	0	204	0	99	0	0	0	0	0	0	0	58	0	74	0	190	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	99	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0
Mycobacterium sp. djl-10	75	0	0	0	0	0	0	402	0	94	0	0	0	0	0	0	0	56	0	100	0	341	0	0	0	135	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	125	0	0	0	0	0	135	0	0	0	216	0	0	82	0	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	122	0
Mycobacterium sp. EPa45	0	0	0	0	0	0	0	259	0	106	0	0	0	0	0	0	0	0	0	68	191	293	349	0	0	153	0	0	63	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	97	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	182	84	0	0	0	0	0	93	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	150
Mycobacterium sp. JLS	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Mycobacterium sp. JS623	55	0	0	0	0	0	0	220	0	1510	0	0	0	0	0	0	0	0	0	53	0	226	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7094	173	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	111	92	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	7115	0	183	194
Mycobacterium sp. MS1601	53	0	0	0	0	0	0	296	0	78	0	0	0	0	0	0	0	0	0	61	0	242	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	101	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Mycobacterium sp. QIA-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. WY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	150	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
Mycobacterium sp. YC-RL4	60	0	0	0	0	0	0	357	0	101	0	0	0	0	0	0	0	0	0	100	0	318	0	0	0	345	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	155	0	0	0	0	0	127	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0	214	235	0	0	0
Mycobacteroides abscessus	104	0	0	0	0	0	0	433	0	128	0	0	0	0	0	0	0	69	163	129	0	484	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	153	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	172	0	0	215	0	0	128	0	0	0	415	327	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	0	0	0	0	0	0	0	0	0	0	309	200	0	172	0
Mycobacteroides chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides immunogenum	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides saopaulense	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter sinensis	79	0	0	0	0	0	0	484	0	95	0	0	0	0	0	0	0	66	0	165	0	440	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2608	135	0	0	0	0	0	122	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	0	727	0	0	0	0	0	0	0	0	0	218	148	0	130	0
Mycolicibacter terrae	81	0	0	0	0	0	0	576	0	101	0	0	0	0	0	0	0	0	0	113	0	452	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	152	0	0	215	0	0	161	0	0	0	357	390	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	241	126	0	146	0
Mycolicibacterium aurum	86	0	0	0	0	0	0	580	0	158	0	0	0	0	0	0	0	71	0	126	0	514	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	153	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	204	0	0	0	0	0	157	0	0	0	301	356	0	0	0	0	0	0	0	0	0	0	154	0	0	1203	0	0	0	0	0	0	0	0	0	0	0	0	323	341	0	152	0
Mycolicibacterium chubuense	98	0	0	0	0	0	0	596	0	180	0	0	0	0	0	0	0	91	176	165	0	556	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	126	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	232	0	0	0	0	0	198	0	0	0	367	437	0	0	0	0	0	0	0	0	0	0	212	0	0	1220	0	0	0	0	0	0	0	0	0	0	0	0	311	475	0	136	0
Mycolicibacterium fortuitum	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	124	0	321	0	0	254	0	0	56	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	68	0	0	135	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Mycolicibacterium gilvum	71	0	0	0	0	0	0	513	0	181	0	0	0	0	0	0	0	55	0	135	0	442	0	0	0	129	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	163	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	167	0	0	0	351	346	0	0	0	0	0	0	0	0	0	0	161	0	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	257	389	0	0	0
Mycolicibacterium goodii	98	0	0	0	0	0	0	635	0	141	0	0	0	0	0	0	0	64	0	168	0	509	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	141	0	0	0	420	129	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	199	0	0	0	0	0	186	0	0	0	294	420	0	123	0	0	0	0	0	0	0	0	148	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	261	421	0	0	0
Mycolicibacterium litorale	82	0	0	0	0	0	0	498	0	108	0	0	0	0	0	0	0	0	0	84	0	368	228	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	121	0	0	0	236	0	0	217	0	0	0	0	0	0	0	0	0	0	0	887	0	0	0	0	0	0	0	0	0	0	0	0	226	234	0	0	0
Mycolicibacterium pallens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
Mycolicibacterium phlei	142	0	0	0	0	0	0	1090	0	340	0	0	0	0	0	0	0	104	208	264	112	834	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	162	514	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	295	0	0	394	0	0	318	0	0	0	534	648	0	0	0	0	0	0	0	0	0	0	254	0	0	2002	0	0	0	0	0	0	0	0	0	0	0	0	438	693	0	215	0
Mycolicibacterium rhodesiae	0	0	0	0	0	0	0	203	0	182	0	0	0	0	0	0	0	0	0	63	0	183	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	143	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	878	0	0	151
Mycolicibacterium rutilum	132	0	0	0	0	0	0	723	0	203	0	0	0	0	0	0	0	74	0	189	136	561	209	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	165	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	232	0	0	270	0	0	214	0	0	0	398	448	0	121	0	0	0	0	0	0	0	0	170	0	0	1467	0	0	0	0	0	0	0	0	0	0	0	0	315	921	0	175	0
Mycolicibacterium smegmatis	188	0	0	0	0	0	0	1037	0	290	0	0	0	0	0	0	0	117	212	258	0	1049	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	181	0	0	0	694	237	507	0	155	75	0	0	378	274	0	0	0	0	0	269	0	0	251	294	0	0	408	0	0	293	0	0	0	617	623	0	0	0	0	0	0	0	0	0	0	288	0	0	1927	0	0	0	0	0	0	0	0	0	0	0	0	465	697	0	224	0
Mycolicibacterium thermoresistibile	100	0	0	0	0	0	0	583	0	751	0	0	0	0	0	0	0	88	0	138	0	539	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	358	279	0	0	0	0	0	0	0	0	0	0	0	330	0	0	202	171	0	0	0	0	0	177	0	0	0	498	370	0	0	0	0	0	0	0	0	0	0	172	0	0	1468	0	0	0	0	0	0	0	0	0	0	0	0	354	260	0	0	0
Mycolicibacterium vaccae	116	0	0	0	0	0	0	656	0	150	0	0	0	0	0	0	0	54	0	163	0	633	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	115	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	254	0	0	171	0	0	0	334	483	0	0	0	0	0	0	0	0	0	0	183	0	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	312	392	0	0	0
Mycolicibacterium vanbaalenii	87	0	0	0	0	0	0	551	0	176	0	0	0	0	0	0	0	58	0	138	0	470	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	119	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	169	0	0	0	278	457	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	0	0	0	0	0	0	0	0	0	0	0	0	258	395	0	193	0
Nocardia brasiliensis	206	0	0	0	0	0	0	1109	0	177	0	0	0	0	0	0	0	149	307	294	0	1277	170	0	0	0	0	0	145	0	0	0	0	0	0	335	0	0	0	0	0	0	0	729	2240	718	292	0	107	0	0	449	1358	0	0	0	0	0	0	0	0	0	370	0	0	491	0	0	382	0	0	0	858	953	0	0	0	0	0	0	0	0	0	0	365	0	0	3013	0	0	0	0	0	0	0	0	0	0	0	0	585	1324	0	488	0
Nocardia cyriacigeorgica	116	0	0	0	0	0	0	632	0	84	0	0	0	0	0	0	0	84	173	159	0	611	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	697	430	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	201	0	0	240	0	0	165	0	0	0	441	473	0	0	0	0	0	0	0	0	0	0	0	0	0	1747	0	0	0	0	0	0	0	0	0	0	0	0	336	680	0	197	0
Nocardia farcinica	320	0	0	0	0	0	0	2184	0	219	0	0	0	0	0	0	0	218	485	540	0	1787	0	0	0	0	0	0	141	0	0	0	0	0	0	350	0	0	0	0	0	0	0	711	1044	1105	308	0	0	0	907	697	1708	0	0	0	293	0	0	0	0	101	649	0	0	840	0	0	574	0	0	0	1244	1438	0	0	0	0	0	0	0	0	0	0	465	0	0	3785	0	0	0	0	0	0	0	0	0	0	0	0	831	1267	0	398	0
Nocardia nova	109	0	0	0	0	0	0	706	0	112	0	0	0	0	0	0	0	84	183	201	0	671	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691	284	336	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	191	0	0	307	0	0	219	0	0	0	608	505	0	0	0	0	0	0	0	0	0	0	180	0	0	1458	0	0	0	0	0	0	0	0	0	0	0	0	347	329	0	156	0
Nocardia seriolae	153	0	0	0	0	0	0	940	0	140	0	0	0	0	0	0	0	132	246	232	0	824	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1335	439	461	0	0	0	0	0	341	410	0	0	0	0	0	0	0	0	0	286	0	0	343	0	0	264	0	0	0	531	688	0	0	0	0	0	0	0	0	0	0	275	0	0	1941	0	0	0	0	0	0	0	0	0	0	0	0	448	2118	0	322	0
Nocardia terpenica	169	0	0	0	0	0	0	1086	0	114	0	0	0	0	0	0	0	156	305	313	0	1086	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	420	624	0	0	0	0	0	406	391	0	0	0	0	0	0	0	0	0	336	0	0	466	0	0	331	0	0	0	705	760	0	0	0	0	0	0	0	0	0	0	275	0	0	2553	0	0	0	0	0	0	0	0	0	0	0	0	538	521	0	393	0
Rhodococcus aetherivorans	61	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	99	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	112	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0
Rhodococcus erythropolis	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus fascians	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus hoagii	436	0	0	0	0	0	0	767	0	98	0	0	0	0	0	0	0	93	561	301	0	702	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	413	0	0	0	0	22032	0	0	0	0	0	0	0	0	0	0	0	329	0	0	19920	0	0	301	0	0	0	402	71450	2130	0	0	0	0	0	0	0	0	0	2221	0	0	1399	0	0	0	0	0	0	0	27566	0	0	0	0	351	200	0	214	0
Rhodococcus jostii	74	0	0	0	0	0	0	780	0	85	0	0	0	0	0	0	0	73	0	195	0	499	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	130	0	0	0	352	622	0	0	0	0	0	0	0	0	0	0	165	0	0	1494	0	0	0	0	0	0	0	0	0	0	0	0	297	214	0	207	0
Rhodococcus opacus	465	228	0	0	0	0	0	3088	252	383	0	0	0	0	0	0	0	461	732	769	0	2107	238	0	0	0	0	0	270	0	0	0	0	0	0	439	0	0	0	0	0	0	0	1054	540	1403	373	0	78	0	1313	944	1127	0	0	0	1161	317	0	0	0	0	838	0	0	1000	0	0	790	0	0	0	1816	2217	302	0	0	0	0	0	0	0	0	0	762	0	0	5269	0	0	0	0	0	0	0	0	0	0	0	0	1309	1586	0	679	0
Rhodococcus pyridinivorans	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus rhodochrous	64	0	0	0	0	0	0	406	0	85	0	0	0	0	0	0	0	0	0	111	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	105	0	0	0	239	344	0	0	0	0	0	0	0	0	0	0	0	0	0	747	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0
Rhodococcus ruber	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. 2G	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. B7740	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
