#mpa_v30_CHOCOPhlAn_201901
clade_name	clade_taxid	TON007.B0101.metaphlan.profile	TON006.B0101.metaphlan.profile	TON005.B0101.metaphlan.profile	TON004.B0101.metaphlan.profile	TON003.B0101.metaphlan.profile	TON001.C0101.metaphlan.profile	TAP003.B0101.metaphlan.profile	TAP001.B0101.metaphlan.profile	SIG047.A0101.metaphlan.profile	SIG046.A0201.metaphlan.profile	SIG046.A0101.metaphlan.profile	SIG045.A0101.metaphlan.profile	SIG044.A0101.metaphlan.profile	SIG043.A0101.metaphlan.profile	SIG042.A0101.metaphlan.profile	SIG041.A0101.metaphlan.profile	SIG040.A0201.metaphlan.profile	SIG040.A0101.metaphlan.profile	SIG039.A0101.metaphlan.profile	SIG038.A0101.metaphlan.profile	SIG037.A0101.metaphlan.profile	SIG036.A0101.metaphlan.profile	SIG035.A0101.metaphlan.profile	SIG034.A0101.metaphlan.profile	SIG033.A0101.metaphlan.profile	SIG032.A0101.metaphlan.profile	SIG031.A0101.metaphlan.profile	SIG026.A0101.metaphlan.profile	SIG025.A0101.metaphlan.profile	SIG024.A0101.metaphlan.profile	SIG021.A0101.metaphlan.profile	SIG018.A0101.metaphlan.profile	SIG010.A0101.metaphlan.profile	SIG005.A0101.metaphlan.profile	SIG004.A0101.metaphlan.profile	SIG002.A0101.metaphlan.profile	SIG001.A0101.metaphlan.profile	RAP002.A0101.metaphlan.profile	RAP001.A0101.metaphlan.profile	PVD001.A0101.metaphlan.profile	PAH003.A0101.metaphlan.profile	PAH002.A0101.metaphlan.profile	PAH001.A0102.metaphlan.profile	NMU131.A0101.metaphlan.profile	NMU130.A0101.metaphlan.profile	NMU129.A0101.metaphlan.profile	NMU128.A0101.metaphlan.profile	NMU127.A0101.metaphlan.profile	NMU126.A0101.metaphlan.profile	NMU125.A0101.metaphlan.profile	NMU124.A0101.metaphlan.profile	NMU123.A0101.metaphlan.profile	NMU122.A0101.metaphlan.profile	NMU121.A0101.metaphlan.profile	NMU120.A0101.metaphlan.profile	NMU119.A0101.metaphlan.profile	NMU118.A0101.metaphlan.profile	NMU117.A0101.metaphlan.profile	NMU116.A0101.metaphlan.profile	NMU115.A0101.metaphlan.profile	NMU089.A0101.metaphlan.profile	NMU067.A0101.metaphlan.profile	NMU065.A0101.metaphlan.profile	NMU059.A0101.metaphlan.profile	NMU047.A0101.metaphlan.profile	NMU021.A0101.metaphlan.profile	NMU020.A0101.metaphlan.profile	NMU014.A0101.metaphlan.profile	NMU009.A0101.metaphlan.profile	NMU001.A0101.metaphlan.profile	LIB030.A0115.metaphlan.profile	LIB030.A0114.metaphlan.profile	LIB030.A0113.metaphlan.profile	LIB030.A0112.metaphlan.profile	LIB027.A0136.metaphlan.profile	HPD007.B0101.metaphlan.profile	HPD006.B0101.metaphlan.profile	HPD005.B0101.metaphlan.profile	HPD004.A0101.metaphlan.profile	HPD003.A0101.metaphlan.profile	HPD002.A0101.metaphlan.profile	HPD001.A0101.metaphlan.profile	HCLVMBCX2-3505-33-00-01_S33.metaphlan.profile	HCLVMBCX2-3505-32-00-01_S32.metaphlan.profile	HCLVMBCX2-3505-31-00-01_S31.metaphlan.profile	HCLVMBCX2-3505-29-00-01_S29.metaphlan.profile	HCLVMBCX2-3505-28-00-01_S28.metaphlan.profile	HCLVMBCX2-3505-27-00-01_S27.metaphlan.profile	HCLVMBCX2-3505-26-00-01_S26.metaphlan.profile	HCLVMBCX2-3505-25-00-01_S25.metaphlan.profile	HCLVMBCX2-3505-24-00-01_S24.metaphlan.profile	HCLVMBCX2-3505-23-00-01_S23.metaphlan.profile	HCLVMBCX2-3505-22-00-01_S22.metaphlan.profile	HCLVMBCX2-3505-21-00-01_S21.metaphlan.profile	HCLVMBCX2-3505-20-00-01_S20.metaphlan.profile	HCLVMBCX2-3505-19-00-01_S19.metaphlan.profile	HCLVMBCX2-3505-18-00-01_S18.metaphlan.profile	HCLVMBCX2-3505-17-00-01_S17.metaphlan.profile	HCLVMBCX2-3505-16-00-01_S16.metaphlan.profile	HCLVMBCX2-3505-15-00-01_S15.metaphlan.profile	HCLVMBCX2-3505-14-00-01_S14.metaphlan.profile	HCLVMBCX2-3505-13-00-01_S13.metaphlan.profile	HCLVMBCX2-3505-12-00-01_S12.metaphlan.profile	HCLVMBCX2-3505-11-00-01_S11.metaphlan.profile	HCLVMBCX2-3505-10-00-01_S10.metaphlan.profile	HCLVMBCX2-3505-09-00-01_S9.metaphlan.profile	HCLVMBCX2-3505-08-00-01_S8.metaphlan.profile	HCLVMBCX2-3505-07-00-01_S7.metaphlan.profile	HCLVMBCX2-3505-06-00-01_S6.metaphlan.profile	HCLVMBCX2-3505-05-00-01_S5.metaphlan.profile	HCLVMBCX2-3505-04-00-01_S4.metaphlan.profile	HCLVMBCX2-3505-03-00-01_S3.metaphlan.profile	HCLVMBCX2-3505-02-00-01_S2.metaphlan.profile	HCLVMBCX2-3505-01-00-01_S1.metaphlan.profile	FUT024.B0101.metaphlan.profile	FUT021.B0101.metaphlan.profile	FUT018.B0101.metaphlan.profile	EXB037.A3401.metaphlan.profile	EXB037.A3301.metaphlan.profile	EXB037.A3201.metaphlan.profile	EXB037.A3101.metaphlan.profile	EXB037.A3001.metaphlan.profile	EXB037.A2901.metaphlan.profile	EFE006.B0101.metaphlan.profile	EFE005.B0101.metaphlan.profile	EFE004.B0101.metaphlan.profile	EFE003.B0101.metaphlan.profile	EFE002.B0101.metaphlan.profile	ATT002.A0101.metaphlan.profile	ATT001.A0101.metaphlan.profile	AON002.A0101.metaphlan.profile	AON001.A0101.metaphlan.profile	ANN004.A0101.metaphlan.profile	ANN003.A0101.metaphlan.profile	ANN002.A0101.metaphlan.profile	ANN001.A0101.metaphlan.profile	ANK001.A0101.metaphlan.profile	AMH004.A0101.metaphlan.profile	AMH003.A0101.metaphlan.profile	AMH002.A0101.metaphlan.profile	AMH001.A0101.metaphlan.profile	AKI002.A0101.metaphlan.profile	AKI001.A0101.metaphlan.profile	AHK001.A0101.metaphlan.profile
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	2|1224|1236|135625|712|724|729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13078	0	0	0	0	0	0.5967	0.0791	0	0.0247	0	0.08183	0	0	0.03704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05	2|1224|1236|135625|712|724|1608898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26271	0	0	0	0	0	0.01901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0	0	0	0	0	0	0	0	0.75496	0.74624	6.59116	1.06277	0.1386	0	0	0	0	0	0	70.72355	0	8.39127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01167	81.62101	0.00273	25.00464	0	0	17.71666	0.31578	0	100.0	0	0	0	0	0.00198	0	0	0	0	0	0.04134	0	0	0	0.21485	0	0	0	0	0	0	1.42614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	2|1224|1236|72274|468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01167	81.62101	0.00273	25.00464	0	0	17.71666	0.22703	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	2|1224|1236|72274|468|469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01167	81.62101	0.00273	25.00464	0	0	17.71666	0.22703	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_indicus	2|1224|1236|72274|468|469|756892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii	2|1224|1236|72274|468|469|40215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01167	81.62101	0.00273	25.00464	0	0	17.71666	0.22703	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri	2|1224|1236|72274|468|469|108981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	0	0	0	0	0	0	0	0	0.75496	0.74624	6.59116	1.06277	0.1386	0	0	0	0	0	0	70.72355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08874	0	0	0	0	0	0	0.00198	0	0	0	0	0	0.04134	0	0	0	0.21485	0	0	0	0	0	0	1.42614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	2|1224|1236|72274|135621|286	0	0	0	0	0	0	0	0	0.75496	0.74624	6.59116	1.06277	0.1386	0	0	0	0	0	0	70.72355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08874	0	0	0	0	0	0	0.00198	0	0	0	0	0	0.04134	0	0	0	0.21485	0	0	0	0	0	0	1.42614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_alcaliphila	2|1224|1236|72274|135621|286|101564	0	0	0	0	0	0	0	0	0	0	0	0	0.00651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fluorescens_group	2|1224|1236|72274|135621|286|136843	0	0	0	0	0	0	0	0	0	0	0.26613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_guariconensis	2|1224|1236|72274|135621|286|1288410	0	0	0	0	0	0	0	0	0.18163	0	0	0	0.10224	0	0	0	0	0	0	39.3315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08874	0	0	0	0	0	0	0.00198	0	0	0	0	0	0.04134	0	0	0	0.21485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_otitidis	2|1224|1236|72274|135621|286|319939	0	0	0	0	0	0	0	0	0	0.74624	0.24904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida_group	2|1224|1236|72274|135621|286|136845	0	0	0	0	0	0	0	0	0.57333	0	5.72543	0.82734	0.02985	0	0	0	0	0	0	6.15105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_ATCC_13867	2|1224|1236|72274|135621|286|1294143	0	0	0	0	0	0	0	0	0	0	0.0317	0.23543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_taiwanensis	2|1224|1236|72274|135621|286|470150	0	0	0	0	0	0	0	0	0	0	0.31885	0	0	0	0	0	0	0	0	25.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_yamanorum	2|1224|1236|72274|135621|286|515393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	0	0	0	0	0	0	0	0	0.29985	0	8.12792	0	0.02343	1.00127	0	0	0	0	0	0	0	0	0.00947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.18999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.80976	0	0	13.59354	19.89845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	2|1224|1236|135614|1775411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.18999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter	2|1224|1236|135614|1775411|75309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.18999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_denitrificans	2|1224|1236|135614|1775411|75309|666685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.18999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2|1224|1236|135614|32033	0	0	0	0	0	0	0	0	0.29985	0	8.12792	0	0.02343	1.00127	0	0	0	0	0	0	0	0	0.00947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.80976	0	0	13.59354	19.89845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	2|1224|1236|135614|32033|40323	0	0	0	0	0	0	0	0	0.29985	0	8.12792	0	0.02343	1.00127	0	0	0	0	0	0	0	0	0.00947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.80976	0	0	13.59354	19.89845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia	2|1224|1236|135614|32033|40323|40324	0	0	0	0	0	0	0	0	0.11879	0	4.81588	0	0	1.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.80976	0	0	13.59354	19.89845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_pavanii	2|1224|1236|135614|32033|40323|487698	0	0	0	0	0	0	0	0	0.18107	0	2.7636	0	0.02343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_rhizophila	2|1224|1236|135614|32033|40323|216778	0	0	0	0	0	0	0	0	0	0	0.54844	0	0	0	0	0	0	0	0	0	0	0	0.00947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
