KO_gene	Gene_name	Pathway
K11264  scpB, mmcD	methylmalonyl-CoA decarboxylase [EC:4.1.1.-]	ko00640 Propanoate metabolism [PATH:ko00640]
K05606  MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K01847  MUT	methylmalonyl-CoA mutase [EC:5.4.99.2]	ko00640 Propanoate metabolism [PATH:ko00640]
K01849  E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ko00640 Propanoate metabolism [PATH:ko00640]
K01848  E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ko00640 Propanoate metabolism [PATH:ko00640]
K22214  scpC	propionyl-CoA:succinyl-CoA transferase [EC:2.8.3.27]	ko00640 Propanoate metabolism [PATH:ko00640]
K01899  LSC1	succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]	ko00640 Propanoate metabolism [PATH:ko00640]
K01900  LSC2	succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]	ko00640 Propanoate metabolism [PATH:ko00640]
K01903  sucC	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	ko00640 Propanoate metabolism [PATH:ko00640]
K01902  sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ko00640 Propanoate metabolism [PATH:ko00640]
K00140  mmsA, iolA, ALDH6A1	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	ko00640 Propanoate metabolism [PATH:ko00640]
K01659  prpC	2-methylcitrate synthase [EC:2.3.3.5]	ko00640 Propanoate metabolism [PATH:ko00640]
K01720  prpD	2-methylcitrate dehydratase [EC:4.2.1.79]	ko00640 Propanoate metabolism [PATH:ko00640]
K20455  acnD	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]	ko00640 Propanoate metabolism [PATH:ko00640]
K09788  prpF	2-methylaconitate isomerase [EC:5.3.3.-]	ko00640 Propanoate metabolism [PATH:ko00640]
K01682  acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ko00640 Propanoate metabolism [PATH:ko00640]
K03417  prpB	methylisocitrate lyase [EC:4.1.3.30]	ko00640 Propanoate metabolism [PATH:ko00640]
K00016  LDH, ldh	L-lactate dehydrogenase [EC:1.1.1.27]	ko00640 Propanoate metabolism [PATH:ko00640]
K01734  mgsA	methylglyoxal synthase [EC:4.2.3.3]	ko00640 Propanoate metabolism [PATH:ko00640]
K08325  yqhD	NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	ko00640 Propanoate metabolism [PATH:ko00640]
K18471  ydjG	methylglyoxal reductase [EC:1.1.1.-]	ko00640 Propanoate metabolism [PATH:ko00640]
K00005  gldA	glycerol dehydrogenase [EC:1.1.1.6]	ko00640 Propanoate metabolism [PATH:ko00640]
K17741  GRE2	NADPH-dependent methylglyoxal reductase [EC:1.1.1.283]	ko00640 Propanoate metabolism [PATH:ko00640]
K23257  yvgN	methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-]	ko00640 Propanoate metabolism [PATH:ko00640]
K00048  fucO	lactaldehyde reductase [EC:1.1.1.77]	ko00640 Propanoate metabolism [PATH:ko00640]
K01699  pduC	propanediol dehydratase large subunit [EC:4.2.1.28]	ko00640 Propanoate metabolism [PATH:ko00640]
K13919  pduD	propanediol dehydratase medium subunit [EC:4.2.1.28]	ko00640 Propanoate metabolism [PATH:ko00640]
K13920  pduE	propanediol dehydratase small subunit [EC:4.2.1.28]	ko00640 Propanoate metabolism [PATH:ko00640]
K00086  dhaT	1,3-propanediol dehydrogenase [EC:1.1.1.202]	ko00640 Propanoate metabolism [PATH:ko00640]
K13921  pduQ	1-propanol dehydrogenase	ko00640 Propanoate metabolism [PATH:ko00640]
K13922  pduP	propionaldehyde dehydrogenase [EC:1.2.1.87]	ko00640 Propanoate metabolism [PATH:ko00640]
K00626  ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ko00650 Butanoate metabolism [PATH:ko00650]
K00074  paaH, hbd, fadB, mmgB	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	ko00650 Butanoate metabolism [PATH:ko00650]
K00022  HADH	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	ko00650 Butanoate metabolism [PATH:ko00650]
K07516  fadN	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	ko00650 Butanoate metabolism [PATH:ko00650]
K01825  fadB	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	ko00650 Butanoate metabolism [PATH:ko00650]
K01782  fadJ	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	ko00650 Butanoate metabolism [PATH:ko00650]
K01692  paaF, echA	enoyl-CoA hydratase [EC:4.2.1.17]	ko00650 Butanoate metabolism [PATH:ko00650]
K01715  crt	enoyl-CoA hydratase [EC:4.2.1.17]	ko00650 Butanoate metabolism [PATH:ko00650]
K07515  HADHA	enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	ko00650 Butanoate metabolism [PATH:ko00650]
K07514  EHHADH	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]	ko00650 Butanoate metabolism [PATH:ko00650]
K07511  ECHS1	enoyl-CoA hydratase [EC:4.2.1.17]	ko00650 Butanoate metabolism [PATH:ko00650]
K00248  ACADS, bcd	butyryl-CoA dehydrogenase [EC:1.3.8.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00209  fabV, ter	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	ko00650 Butanoate metabolism [PATH:ko00650]
K17829  ccrA	crotonyl-CoA reductase [EC:1.3.1.86]	ko00650 Butanoate metabolism [PATH:ko00650]
K01034  atoD	acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	ko00650 Butanoate metabolism [PATH:ko00650]
K01035  atoA	acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	ko00650 Butanoate metabolism [PATH:ko00650]
K19709  ydiF	acetate CoA-transferase [EC:2.8.3.8]	ko00650 Butanoate metabolism [PATH:ko00650]
K23756  ACSM1, LAE	medium-chain acyl-CoA ligase / lipoate-activating enzyme [EC:6.2.1.2]	ko00650 Butanoate metabolism [PATH:ko00650]
K01896  ACSM	medium-chain acyl-CoA synthetase [EC:6.2.1.2]	ko00650 Butanoate metabolism [PATH:ko00650]
K01913  AAE7, ACN1	acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]	ko00650 Butanoate metabolism [PATH:ko00650]
K00929  buk	butyrate kinase [EC:2.7.2.7]	ko00650 Butanoate metabolism [PATH:ko00650]
K00634  ptb	phosphate butyryltransferase [EC:2.3.1.19]	ko00650 Butanoate metabolism [PATH:ko00650]
K00132  E1.2.1.10	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	ko00650 Butanoate metabolism [PATH:ko00650]
K04072  adhE	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K04073  mhpF	acetaldehyde dehydrogenase [EC:1.2.1.10]	ko00650 Butanoate metabolism [PATH:ko00650]
K18366  bphJ, xylQ, nahO, tesF	acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]	ko00650 Butanoate metabolism [PATH:ko00650]
K00100  bdhAB	butanol dehydrogenase [EC:1.1.1.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K21317  bmoX	butane monooxygenase alpha subunit [EC:1.14.13.230]	ko00650 Butanoate metabolism [PATH:ko00650]
K21318  bmoY	butane monooxygenase beta subunit [EC:1.14.13.230]	ko00650 Butanoate metabolism [PATH:ko00650]
K21319  bmoZ	butane monooxygenase gamma subunit [EC:1.14.13.230]	ko00650 Butanoate metabolism [PATH:ko00650]
K21320  bmoC	butane monooxygenase reductase	ko00650 Butanoate metabolism [PATH:ko00650]
K21321  bmoB	butane monooxygenase regulatory protein	ko00650 Butanoate metabolism [PATH:ko00650]
K21322  bmoD	butane monooxygenase hypothetical assembly protein	ko00650 Butanoate metabolism [PATH:ko00650]
K17865  croR	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	ko00650 Butanoate metabolism [PATH:ko00650]
K03821  phaC, phbC	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]	ko00650 Butanoate metabolism [PATH:ko00650]
K22881  phaE	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaE	ko00650 Butanoate metabolism [PATH:ko00650]
K05973  phaZ	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	ko00650 Butanoate metabolism [PATH:ko00650]
K00023  phbB	acetoacetyl-CoA reductase [EC:1.1.1.36]	ko00650 Butanoate metabolism [PATH:ko00650]
K01615  gcdA	glutaconyl-CoA decarboxylase subunit alpha [EC:7.2.4.5]	ko00650 Butanoate metabolism [PATH:ko00650]
K20509  madB, oadB, gcdB, mmdB	carboxybiotin decarboxylase [EC:7.2.4.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K23351  gcdC, mmdC	glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma	ko00650 Butanoate metabolism [PATH:ko00650]
K23352  gcdD, mmdD	glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta	ko00650 Butanoate metabolism [PATH:ko00650]
K01039  gctA	glutaconate CoA-transferase, subunit A [EC:2.8.3.12]	ko00650 Butanoate metabolism [PATH:ko00650]
K01040  gctB	glutaconate CoA-transferase, subunit B [EC:2.8.3.12]	ko00650 Butanoate metabolism [PATH:ko00650]
K00109  L2HGDH	2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	ko00650 Butanoate metabolism [PATH:ko00650]
K07246  ttuC, dmlA	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	ko00650 Butanoate metabolism [PATH:ko00650]
K01799  nicE, maiA	maleate isomerase [EC:5.2.1.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00239  sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00240  sdhB, frdB	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00241  sdhC, frdC	succinate dehydrogenase cytochrome b subunit	ko00650 Butanoate metabolism [PATH:ko00650]
K00242  sdhD, frdD	succinate dehydrogenase membrane anchor subunit	ko00650 Butanoate metabolism [PATH:ko00650]
K18859  sdhD, frdD	succinate dehydrogenase subunit D	ko00650 Butanoate metabolism [PATH:ko00650]
K18860  sdhD, frdD	succinate dehydrogenase subunit D	ko00650 Butanoate metabolism [PATH:ko00650]
K00244  frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00245  frdB	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00246  frdC	succinate dehydrogenase subunit C	ko00650 Butanoate metabolism [PATH:ko00650]
K00247  frdD	succinate dehydrogenase subunit D	ko00650 Butanoate metabolism [PATH:ko00650]
K00233  frdA, fdrA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]	ko00650 Butanoate metabolism [PATH:ko00650]
K25995  frdB, fdrB	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]	ko00650 Butanoate metabolism [PATH:ko00650]
K25996  frdC, fdrC	succinate dehydrogenase subunit C	ko00650 Butanoate metabolism [PATH:ko00650]
K01580  E4.1.1.15, gadB, gadA, GAD	glutamate decarboxylase [EC:4.1.1.15]	ko00650 Butanoate metabolism [PATH:ko00650]
K00823  puuE	4-aminobutyrate aminotransferase [EC:2.6.1.19]	ko00650 Butanoate metabolism [PATH:ko00650]
K14268  davT, gabT	5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]	ko00650 Butanoate metabolism [PATH:ko00650]
K07250  gabT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	ko00650 Butanoate metabolism [PATH:ko00650]
K13524  ABAT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	ko00650 Butanoate metabolism [PATH:ko00650]
K16871  POP2	4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]	ko00650 Butanoate metabolism [PATH:ko00650]
K00135  gabD	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	ko00650 Butanoate metabolism [PATH:ko00650]
K00139  ALDH5A1	succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	ko00650 Butanoate metabolism [PATH:ko00650]
K17761  SSADH	succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]	ko00650 Butanoate metabolism [PATH:ko00650]
K08324  sad	succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]	ko00650 Butanoate metabolism [PATH:ko00650]
K18118  aarC, cat1	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	ko00650 Butanoate metabolism [PATH:ko00650]
K18119  sucD	succinate-semialdehyde dehydrogenase [EC:1.2.1.76]	ko00650 Butanoate metabolism [PATH:ko00650]
K18120  4hbD, abfH	4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	ko00650 Butanoate metabolism [PATH:ko00650]
K00043  gbd	4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	ko00650 Butanoate metabolism [PATH:ko00650]
K08318  yihU	4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]	ko00650 Butanoate metabolism [PATH:ko00650]
K18121  GLYR	glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K18122  cat2, abfT	4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K14534  abfD	4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	ko00650 Butanoate metabolism [PATH:ko00650]
K00656  E2.3.1.54, pflD	formate C-acetyltransferase [EC:2.3.1.54]	ko00650 Butanoate metabolism [PATH:ko00650]
K00169  porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00170  porB	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00172  porC, porG	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00189  vorG, porG	2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K00171  porD	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	ko00650 Butanoate metabolism [PATH:ko00650]
K03737  por, nifJ	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K00174  korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	ko00650 Butanoate metabolism [PATH:ko00650]
K00175  korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	ko00650 Butanoate metabolism [PATH:ko00650]
K01641  HMGCS	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	ko00650 Butanoate metabolism [PATH:ko00650]
K01640  HMGCL, hmgL	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	ko00650 Butanoate metabolism [PATH:ko00650]
K01027  OXCT	3-oxoacid CoA-transferase [EC:2.8.3.5]	ko00650 Butanoate metabolism [PATH:ko00650]
K01028  scoA	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	ko00650 Butanoate metabolism [PATH:ko00650]
K01029  scoB	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	ko00650 Butanoate metabolism [PATH:ko00650]
K01907  AACS, acsA	acetoacetyl-CoA synthetase [EC:6.2.1.16]	ko00650 Butanoate metabolism [PATH:ko00650]
K00019  BDH1, bdhA	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	ko00650 Butanoate metabolism [PATH:ko00650]
K07518  E3.1.1.22	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	ko00650 Butanoate metabolism [PATH:ko00650]
K01574  adc	acetoacetate decarboxylase [EC:4.1.1.4]	ko00650 Butanoate metabolism [PATH:ko00650]
K18223  prmA	propane 2-monooxygenase large subunit [EC:1.14.13.227]	ko00650 Butanoate metabolism [PATH:ko00650]
K18224  prmC	propane 2-monooxygenase small subunit [EC:1.14.13.227]	ko00650 Butanoate metabolism [PATH:ko00650]
K18226  prmD	propane monooxygenase coupling protein	ko00650 Butanoate metabolism [PATH:ko00650]
K18225  prmB	propane monooxygenase reductase component [EC:1.18.1.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K23259  adh	isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]	ko00650 Butanoate metabolism [PATH:ko00650]
K18382  adh1	NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K18369  adh2	alcohol dehydrogenase [EC:1.1.1.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K18370  adh3	alcohol dehydrogenase [EC:1.1.1.-]	ko00650 Butanoate metabolism [PATH:ko00650]
K18371  acmA	acetone monooxygenase (methyl acetate-forming) [EC:1.14.13.226]	ko00650 Butanoate metabolism [PATH:ko00650]
K18372  acmB	methyl acetate hydrolase [EC:3.1.1.114]	ko00650 Butanoate metabolism [PATH:ko00650]
K01652  E2.2.1.6L, ilvB, ilvG, ilvI	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko00650 Butanoate metabolism [PATH:ko00650]
K01653  E2.2.1.6S, ilvH, ilvN	acetolactate synthase I/III small subunit [EC:2.2.1.6]	ko00650 Butanoate metabolism [PATH:ko00650]
K11258  ilvM	acetolactate synthase II small subunit [EC:2.2.1.6]	ko00650 Butanoate metabolism [PATH:ko00650]
K01575  alsD, budA, aldC	acetolactate decarboxylase [EC:4.1.1.5]	ko00650 Butanoate metabolism [PATH:ko00650]
K00004  BDH, butB	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	ko00650 Butanoate metabolism [PATH:ko00650]
K03366  butA, budC	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	ko00650 Butanoate metabolism [PATH:ko00650]
K18009  budC	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	ko00650 Butanoate metabolism [PATH:ko00650]
K01652  E2.2.1.6L, ilvB, ilvG, ilvI	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K01653  E2.2.1.6S, ilvH, ilvN	acetolactate synthase I/III small subunit [EC:2.2.1.6]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K11258  ilvM	acetolactate synthase II small subunit [EC:2.2.1.6]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K01575  alsD, budA, aldC	acetolactate decarboxylase [EC:4.1.1.5]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K17724  IRG1	aconitate decarboxylase [EC:4.1.1.6]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K22002  ADI1	aconitate Delta-isomerase [EC:5.3.3.7]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K22003  ais	aconitate Delta-isomerase [EC:5.3.3.7]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K22004  TAD1	trans-aconitate decarboxylase [EC:4.1.1.113]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K22005  CYP3	itaconate hydroxylase	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K18288  ict-Y	itaconate CoA-transferase [EC:2.8.3.-]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K18289  ict-P	itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K01903  sucC	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K01902  sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K18290  ich-Y	itaconyl-CoA hydratase [EC:4.2.1.56]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K18291  ich-P	itaconyl-CoA hydratase / mesaconyl-C4 CoA hydratase [EC:4.2.1.56 4.2.1.-]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K18292  E4.1.3.25	(S)-citramalyl-CoA lyase [EC:4.1.3.25]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K14471  smtA1	succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K14472  smtB	succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K04835  mal	methylaspartate ammonia-lyase [EC:4.3.1.2]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K19268  glmE, mutE, mamB	methylaspartate mutase epsilon subunit [EC:5.4.99.1]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K01846  glmS, mutS, mamA	methylaspartate mutase sigma subunit [EC:5.4.99.1]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K08691  mcl	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K19281  mcl	beta-methylmalyl-CoA/(S)-malyl-CoA lyase [EC:4.1.3.24]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K14449  mch, mcd	2-methylfumaryl-CoA hydratase [EC:4.2.1.148]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K10218  ligK, galC	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K09011  cimA	(R)-citramalate synthase [EC:2.3.3.21]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K01703  leuC, IPMI-L	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K01704  leuD, IPMI-S	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K00052  leuB, IMDH	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	ko00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
K00914  PIK3C3, VPS34	phosphatidylinositol 3-kinase [EC:2.7.1.137]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01108  MTM1	myotubularin [EC:3.1.3.64 3.1.3.95]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K18081  MTMR1_2	myotubularin-related protein 1/2 [EC:3.1.3.64 3.1.3.95]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K18082  MTMR3_4, ZFYVE10_11	myotubularin-related protein 3/4 [EC:3.1.3.48 3.1.3.64 3.1.3.95]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K18083  MTMR6_7_8	myotubularin-related protein 6/7/8 [EC:3.1.3.64 3.1.3.95]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K18086  MTMR14	myotubularin-related protein 14 [EC:3.1.3.64 3.1.3.95]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K21302  sapM	phosphatidylinositol-3-phosphatase [EC:3.1.3.64]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00888  PI4KA	phosphatidylinositol 4-kinase A [EC:2.7.1.67]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K19801  PI4KB	phosphatidylinositol 4-kinase B [EC:2.7.1.67]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K13711  PI4K2	phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K21797  SAC1, SACM1L	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K21798  SAC2, INPP5F	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00889  PIP5K	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K13712  PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase-like protein 1 [EC:2.7.1.68]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01099  INPP5B_F	inositol polyphosphate 5-phosphatase INPP5B/F [EC:3.1.3.36]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K20278  INPP5E	inositol polyphosphate 5-phosphatase INPP5E [EC:3.1.3.36]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K20279  SYNJ	synaptojanin [EC:3.1.3.36]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K00922  PIK3CA_B_D	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K21289  PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [EC:2.7.1.153]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K01110  PTEN	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K03084  SHIP1, INPP5D	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 [EC:3.1.3.86]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
K15909  SHIP2, INPPL1	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2 [EC:3.1.3.86]	ko00562 Inositol phosphate metabolism [PATH:ko00562]
