#OTU ID	EXB037.A2901	EXB037.A3001	EXB037.A3101	EXB037.A3201	EXB037.A3301	EXB037.A3401	HCLVMBCX2-3505-13-00-01_S13	HCLVMBCX2-3505-19-00-01_S19	HCLVMBCX2-3505-32-00-01_S32	LIB030.A0112	LIB030.A0113	LIB030.A0114	LIB030.A0115
Vibrio campbellii	0	0	0	0	0	9	0	0	0	19	15	14	9
Vibrio cholerae	0	0	0	0	0	0	0	0	0	0	0	7	0
Vibrio cyclitrophicus	0	0	0	10	0	21	0	35	0	8	11	10	0
Vibrio fortis	12	0	0	12	0	0	0	0	0	19	28	34	16
Vibrio metoecus	0	0	0	7	0	26	0	0	0	13	23	19	10
Vibrio owensii	0	0	0	0	13	0	0	0	0	0	0	0	7
Vibrio parahaemolyticus	18	14	8	17	9	10	0	0	0	41	50	72	43
Vibrio rotiferianus	30	30	13	39	15	24	0	0	0	80	83	123	44
Vibrio sp. S234-5	0	0	0	0	0	0	0	0	0	12	12	17	11
Vibrio splendidus	0	0	0	0	0	0	0	0	0	0	6	0	0
Vibrio vulnificus	0	0	0	0	0	6	0	0	0	5	0	10	0
Vitreoscilla filiformis	0	0	0	0	0	0	0	10	0	0	0	0	11
Vogesella indigofera	0	0	0	0	0	0	0	0	0	4	0	0	0
Vulgatibacter incomptus	0	0	0	0	0	0	0	0	46	0	0	0	0
Weissella cibaria	0	0	0	12	0	0	0	0	0	0	0	0	0
Weissella soli	0	0	0	0	0	40	0	0	0	0	0	0	0
Weissella viridescens	361	21	822	64	0	311	0	0	0	828	5601	78	0
Wenxinia marina	0	0	0	6	0	0	0	0	0	0	0	0	0
Williamsia marianensis	55	29	0	16	34	30	0	0	0	13	0	0	0
Xanthobacter autotrophicus	15	20	0	6	10	8	0	0	0	0	10	11	0
Xanthomonadaceae bacterium	0	0	0	0	0	0	0	0	0	1	0	0	0
Xanthomonas albilineans	0	0	0	0	0	0	0	0	0	0	4	0	0
Xanthomonas arboricola	0	0	0	0	0	0	0	0	8	0	0	0	0
Xanthomonas campestris	15	42	38	41	53	13	0	0	0	125	8	143	152
Xanthomonas citri	0	0	0	0	0	8	0	0	0	13	0	0	0
Xanthomonas fragariae	0	0	0	0	0	0	0	0	0	8	0	0	0
Xanthomonas phaseoli	0	0	0	0	0	9	0	0	0	0	20	0	0
Xanthomonas sacchari	0	0	0	0	0	0	0	0	0	0	6	0	0
Xanthomonas sp. Mitacek01	0	0	166	8	0	0	0	0	0	0	0	0	4
Xanthomonas translucens	17	12	10	9	13	0	0	9	25	8	19	0	0
Xanthomonas vasicola	45	13	14	23	7	60	0	0	0	50	61	78	36
Xenophilus azovorans	45	39	34	5	51	0	0	22	0	9	0	10	26
Xylanimonas cellulosilytica	0	0	0	0	0	0	0	0	0	0	0	0	18
Xylophilus ampelinus	0	0	0	0	0	0	0	16	0	10	0	0	0
Xylophilus sp. Leaf220	0	0	0	0	18	0	0	0	0	5	0	0	0
Yangia pacifica	0	0	0	11	0	0	0	0	0	0	0	0	0
Yersinia pseudotuberculosis	0	0	0	0	0	0	0	0	0	4	0	0	0
Yersinia wautersii	0	0	0	0	0	5	0	0	0	7	0	0	0
Yuhushiella deserti	0	0	0	0	0	0	0	0	0	0	0	0	8
Zavarzinella formosa	0	0	0	0	0	0	0	0	0	0	0	13	0
Zobellella denitrificans	0	0	0	0	0	0	0	0	0	0	10	0	12
